user_id,tag
177,not_cdo
177,old
177,participant
177,sport
178,labs
178,mind
178,not_cdo
178,old
178,participant
178,sport
179,labs
179,mind
179,not_cdo
179,old
179,participant
179,sport
180,labs
180,mind
180,not_cdo
180,old
180,participant
180,sport
181,labs
181,mind
181,not_cdo
181,old
181,participant
181,sport
182,labs
182,mind
182,not_cdo
182,old
182,participant
182,sport
183,labs
183,mind
183,not_cdo
183,old
183,participant
183,sport
184,labs
184,mind
184,not_cdo
184,old
184,participant
184,sport
185,labs
185,mind
185,not_cdo
185,old
185,participant
185,sport
186,labs
186,mind
186,not_cdo
186,old
186,participant
186,sport
187,labs
187,mind
187,not_cdo
187,old
187,participant
187,sport
188,labs
188,mind
188,not_cdo
188,old
188,participant
188,sport
189,labs
189,mind
189,not_cdo
189,old
189,participant
189,sport
190,labs
190,mind
190,not_cdo
190,old
190,participant
190,sport
191,labs
191,mind
191,not_cdo
191,old
191,participant
191,sport
192,labs
192,mind
192,not_cdo
192,old
192,participant
192,sport
193,labs
193,mind
193,not_cdo
193,old
193,participant
193,sport
194,labs
194,mind
194,not_cdo
194,old
194,participant
194,sport
195,labs
195,mind
195,not_cdo
195,old
195,participant
195,sport
196,labs
196,mind
196,not_cdo
196,old
196,participant
196,sport
197,labs
197,mind
197,not_cdo
197,old
197,participant
197,sport
198,labs
198,mind
198,not_cdo
198,old
198,participant
198,sport
199,labs
199,mind
199,not_cdo
199,old
199,participant
199,sport
200,labs
200,mind
200,not_cdo
200,old
200,participant
200,sport
201,labs
201,mind
201,not_cdo
201,old
201,participant
201,sport
202,labs
202,mind
202,not_cdo
202,old
202,participant
202,sport
203,labs
203,mind
203,not_cdo
203,old
203,participant
203,sport
204,labs
204,mind
204,not_cdo
204,old
204,participant
204,sport
205,labs
205,mind
205,not_cdo
205,old
205,participant
205,sport
206,labs
206,mind
206,not_cdo
206,old
206,participant
206,sport
207,labs
207,mind
207,not_cdo
207,old
207,participant
207,sport
208,labs
208,mind
208,not_cdo
208,old
208,participant
208,sport
209,labs
209,mind
209,not_cdo
209,old
209,participant
209,sport
210,cdo
210,old
210,participant
210,sport
211,cdo
211,old
211,participant
211,sport
212,cdo
212,old
212,participant
212,sport
213,cdo
213,old
213,participant
213,sport
214,cdo
214,old
214,participant
214,sport
215,cdo
215,old
215,participant
215,sport
216,cdo
216,old
216,participant
216,sport
217,cdo
217,old
217,participant
217,sport
218,cdo
218,old
218,participant
218,sport
219,cdo
219,old
219,participant
219,sport
220,cdo
220,old
220,participant
220,sport
221,cdo
221,old
221,participant
221,sport
222,cdo
222,old
222,participant
222,sport
223,cdo
223,old
223,participant
223,sport
224,cdo
224,old
224,participant
224,sport
225,cdo
225,old
225,participant
225,sport
226,cdo
226,old
226,participant
226,sport
227,cdo
227,old
227,participant
227,sport
228,cdo
228,old
228,participant
228,sport
229,cdo
229,old
229,participant
229,sport
230,cdo
230,old
230,participant
230,sport
231,cdo
231,old
231,participant
231,sport
232,cdo
232,old
232,participant
232,sport
233,cdo
233,old
233,participant
233,sport
234,cdo
234,old
234,participant
234,sport
235,cdo
235,old
235,participant
235,sport
236,cdo
236,old
236,participant
236,sport
237,cdo
237,old
237,participant
237,sport
238,cdo
238,old
238,participant
238,sport
239,cdo
239,old
239,participant
239,sport
240,cdo
240,old
240,participant
240,sport
241,cdo
241,old
241,participant
241,sport
242,cdo
242,old
242,participant
242,sport
243,cdo
243,old
243,participant
243,sport
244,cdo
244,old
244,participant
244,sport
245,cdo
245,old
245,participant
245,sport
246,cdo
246,old
246,participant
246,sport
247,cdo
247,old
247,participant
247,sport
248,cdo
248,old
248,participant
248,sport
249,cdo
249,old
249,participant
249,sport
250,cdo
250,old
250,participant
250,sport
251,cdo
251,old
251,participant
251,sport
252,cdo
252,old
252,participant
252,sport
253,cdo
253,old
253,participant
253,sport
254,cdo
254,old
254,participant
254,sport
255,cdo
255,old
255,participant
255,sport
256,cdo
256,old
256,participant
256,sport
257,cdo
257,old
257,participant
257,sport
258,cdo
258,old
258,participant
258,sport
259,cdo
259,old
259,participant
259,sport
260,cdo
260,old
260,participant
260,sport
261,cdo
261,old
261,participant
261,sport
262,cdo
262,old
262,participant
262,sport
263,cdo
263,old
263,participant
263,sport
264,cdo
264,old
264,participant
264,sport
265,cdo
265,old
265,participant
265,sport
266,cdo
266,old
266,participant
266,sport
267,cdo
267,old
267,participant
267,sport
268,cdo
268,old
268,participant
268,sport
269,cdo
269,old
269,participant
269,sport
270,cdo
270,old
270,participant
270,sport
271,cdo
271,old
271,participant
271,sport
272,cdo
272,old
272,participant
272,sport
273,cdo
273,old
273,participant
273,sport
274,cdo
274,old
274,participant
274,sport
275,cdo
275,old
275,participant
275,sport
276,cdo
276,old
276,participant
276,sport
277,cdo
277,old
277,participant
277,sport
278,cdo
278,old
278,participant
278,sport
279,cdo
279,old
279,participant
279,sport
280,cdo
280,old
280,participant
280,sport
281,cdo
281,old
281,participant
281,sport
282,cdo
282,old
282,participant
282,sport
283,cdo
283,old
283,participant
283,sport
284,cdo
284,old
284,participant
284,sport
285,cdo
285,old
285,participant
285,sport
286,cdo
286,old
286,participant
286,sport
287,cdo
287,old
287,participant
287,sport
288,cdo
288,old
288,participant
288,sport
289,cdo
289,old
289,participant
289,sport
290,cdo
290,old
290,participant
290,sport
291,cdo
291,old
291,participant
291,sport
292,cdo
292,old
292,participant
292,sport
293,labs
293,mind
293,not_cdo
293,old
293,participant
293,sport
294,cdo
294,old
294,participant
294,sport
295,cdo
295,old
295,participant
295,sport
296,cdo
296,old
296,participant
296,sport
297,cdo
297,old
297,participant
297,sport
298,cdo
298,old
298,participant
298,sport
299,cdo
299,old
299,participant
299,sport
300,cdo
300,old
300,participant
300,sport
301,cdo
301,old
301,participant
301,sport
302,cdo
302,old
302,participant
302,sport
303,cdo
303,old
303,participant
303,sport
304,cdo
304,old
304,participant
304,sport
305,cdo
305,old
305,participant
305,sport
306,cdo
306,old
306,participant
306,sport
307,cdo
307,old
307,participant
307,sport
308,cdo
308,old
308,participant
308,sport
309,cdo
309,old
309,participant
309,sport
310,cdo
310,old
310,participant
310,sport
311,cdo
311,old
311,participant
311,sport
312,cdo
312,old
312,participant
312,sport
313,cdo
313,old
313,participant
313,sport
314,cdo
314,old
314,participant
314,sport
315,cdo
315,old
315,participant
315,sport
316,cdo
316,old
316,participant
316,sport
317,cdo
317,old
317,participant
317,sport
318,cdo
318,old
318,participant
318,sport
319,cdo
319,old
319,participant
319,sport
320,cdo
320,old
320,participant
320,sport
321,cdo
321,old
321,participant
321,sport
322,cdo
322,old
322,participant
322,sport
323,cdo
323,old
323,participant
323,sport
324,cdo
324,old
324,participant
324,sport
325,cdo
325,old
325,participant
325,sport
326,cdo
326,old
326,participant
326,sport
327,cdo
327,old
327,participant
327,sport
328,cdo
328,old
328,participant
328,sport
329,cdo
329,old
329,participant
329,sport
330,cdo
330,old
330,participant
330,sport
331,cdo
331,old
331,participant
331,sport
332,cdo
332,old
332,participant
332,sport
333,cdo
333,old
333,participant
333,sport
334,cdo
334,old
334,participant
334,sport
335,cdo
335,old
335,participant
335,sport
336,cdo
336,old
336,participant
336,sport
337,cdo
337,old
337,participant
337,sport
338,cdo
338,old
338,participant
338,sport
339,cdo
339,old
339,participant
339,sport
340,cdo
340,old
340,participant
340,sport
341,cdo
341,old
341,participant
341,sport
342,cdo
342,old
342,participant
342,sport
343,cdo
343,old
343,participant
343,sport
344,cdo
344,old
344,participant
344,sport
345,cdo
345,old
345,participant
345,sport
346,labs
346,mind
346,not_cdo
346,old
346,participant
346,sport
347,cdo
347,old
347,participant
347,sport
348,cdo
348,old
348,participant
348,sport
349,cdo
349,old
349,participant
349,sport
350,cdo
350,old
350,participant
350,sport
351,cdo
351,old
351,participant
351,sport
352,cdo
352,old
352,participant
352,sport
353,cdo
353,old
353,participant
353,sport
354,cdo
354,old
354,participant
354,sport
355,cdo
355,old
355,participant
355,sport
356,cdo
356,old
356,participant
356,sport
357,cdo
357,old
357,participant
357,sport
358,cdo
358,old
358,participant
358,sport
359,cdo
359,old
359,participant
359,sport
360,cdo
360,old
360,participant
360,sport
361,cdo
361,old
361,participant
361,sport
362,cdo
362,old
362,participant
362,sport
363,cdo
363,old
363,participant
363,sport
364,cdo
364,old
364,participant
364,sport
365,cdo
365,old
365,participant
365,sport
366,cdo
366,old
366,participant
366,sport
367,cdo
367,old
367,participant
367,sport
368,cdo
368,old
368,participant
368,sport
369,cdo
369,old
369,participant
369,sport
370,cdo
370,old
370,participant
370,sport
371,cdo
371,old
371,participant
371,sport
372,cdo
372,old
372,participant
372,sport
373,cdo
373,old
373,participant
373,sport
374,cdo
374,old
374,participant
374,sport
375,cdo
375,old
375,participant
375,sport
376,labs
376,mind
376,not_cdo
376,old
376,participant
376,sport
377,cdo
377,old
377,participant
377,sport
378,cdo
378,old
378,participant
378,sport
379,cdo
379,old
379,participant
379,sport
380,cdo
380,old
380,participant
380,sport
381,cdo
381,old
381,participant
381,sport
382,cdo
382,old
382,participant
382,sport
383,cdo
383,old
383,participant
383,sport
384,cdo
384,old
384,participant
384,sport
385,cdo
385,old
385,participant
385,sport
386,cdo
386,old
386,participant
386,sport
387,cdo
387,old
387,participant
387,sport
388,cdo
388,old
388,participant
388,sport
389,cdo
389,old
389,participant
389,sport
390,cdo
390,old
390,participant
390,sport
391,cdo
391,old
391,participant
391,sport
392,cdo
392,old
392,participant
392,sport
393,cdo
393,old
393,participant
393,sport
394,cdo
394,old
394,participant
394,sport
395,cdo
395,old
395,participant
395,sport
396,cdo
396,old
396,participant
396,sport
397,cdo
397,old
397,participant
397,sport
398,cdo
398,old
398,participant
398,sport
399,cdo
399,old
399,participant
399,sport
400,cdo
400,old
400,participant
400,sport
401,cdo
401,old
401,participant
401,sport
402,cdo
402,old
402,participant
402,sport
403,cdo
403,old
403,participant
403,sport
404,cdo
404,old
404,participant
404,sport
405,labs
405,mind
405,not_cdo
405,old
405,participant
405,sport
406,labs
406,mind
406,not_cdo
406,old
406,participant
406,sport
407,labs
407,mind
407,not_cdo
407,old
407,participant
407,sport
408,labs
408,mind
408,not_cdo
408,old
408,participant
408,sport
409,labs
409,mind
409,not_cdo
409,old
409,participant
409,sport
410,labs
410,mind
410,not_cdo
410,old
410,participant
410,sport
411,labs
411,mind
411,not_cdo
411,old
411,participant
411,sport
412,labs
412,mind
412,not_cdo
412,old
412,participant
412,sport
413,labs
413,mind
413,not_cdo
413,old
413,participant
413,sport
414,labs
414,mind
414,not_cdo
414,old
414,participant
414,sport
415,labs
415,mind
415,not_cdo
415,old
415,participant
415,sport
416,labs
416,mind
416,not_cdo
416,old
416,participant
416,sport
417,labs
417,mind
417,not_cdo
417,old
417,participant
417,sport
418,labs
418,mind
418,not_cdo
418,old
418,participant
418,sport
419,labs
419,mind
419,not_cdo
419,old
419,participant
419,sport
420,labs
420,mind
420,not_cdo
420,old
420,participant
420,sport
421,labs
421,mind
421,not_cdo
421,old
421,participant
421,sport
422,labs
422,mind
422,not_cdo
422,old
422,participant
422,sport
423,labs
423,mind
423,not_cdo
423,old
423,participant
423,sport
424,labs
424,mind
424,not_cdo
424,old
424,participant
424,sport
425,labs
425,mind
425,not_cdo
425,old
425,participant
425,sport
426,labs
426,mind
426,not_cdo
426,old
426,participant
426,sport
427,labs
427,mind
427,not_cdo
427,old
427,participant
427,sport
428,labs
428,mind
428,not_cdo
428,old
428,participant
428,sport
429,labs
429,mind
429,not_cdo
429,old
429,participant
429,sport
430,labs
430,mind
430,not_cdo
430,old
430,participant
430,sport
431,labs
431,mind
431,not_cdo
431,old
431,participant
431,sport
432,labs
432,mind
432,not_cdo
432,old
432,participant
432,sport
433,labs
433,mind
433,not_cdo
433,old
433,participant
433,sport
434,labs
434,mind
434,not_cdo
434,old
434,participant
434,sport
435,labs
435,mind
435,not_cdo
435,old
435,participant
435,sport
436,labs
436,mind
436,not_cdo
436,old
436,participant
436,sport
437,labs
437,mind
437,not_cdo
437,old
437,participant
437,sport
438,labs
438,mind
438,not_cdo
438,old
438,participant
438,sport
439,labs
439,mind
439,not_cdo
439,old
439,participant
439,sport
440,labs
440,mind
440,not_cdo
440,old
440,participant
440,sport
441,labs
441,mind
441,not_cdo
441,old
441,participant
441,sport
442,labs
442,mind
442,not_cdo
442,old
442,participant
442,sport
443,labs
443,mind
443,not_cdo
443,old
443,participant
443,sport
444,labs
444,mind
444,not_cdo
444,old
444,participant
444,sport
445,labs
445,mind
445,not_cdo
445,old
445,participant
445,sport
446,labs
446,mind
446,not_cdo
446,old
446,participant
446,sport
447,labs
447,mind
447,not_cdo
447,old
447,participant
447,sport
448,labs
448,mind
448,not_cdo
448,old
448,participant
448,sport
449,labs
449,mind
449,not_cdo
449,old
449,participant
449,sport
450,labs
450,mind
450,not_cdo
450,old
450,participant
450,sport
451,labs
451,mind
451,not_cdo
451,old
451,participant
451,sport
452,labs
452,mind
452,not_cdo
452,old
452,participant
452,sport
453,labs
453,mind
453,not_cdo
453,old
453,participant
453,sport
454,labs
454,mind
454,not_cdo
454,old
454,participant
454,sport
455,labs
455,mind
455,not_cdo
455,old
455,participant
455,sport
456,labs
456,mind
456,not_cdo
456,old
456,participant
456,sport
457,labs
457,mind
457,not_cdo
457,old
457,participant
457,sport
458,labs
458,mind
458,not_cdo
458,old
458,participant
458,sport
459,labs
459,mind
459,not_cdo
459,old
459,participant
459,sport
460,labs
460,mind
460,not_cdo
460,old
460,participant
460,sport
461,labs
461,mind
461,not_cdo
461,old
461,participant
461,sport
462,labs
462,mind
462,not_cdo
462,old
462,participant
462,sport
463,labs
463,mind
463,not_cdo
463,old
463,participant
463,sport
464,labs
464,mind
464,not_cdo
464,old
464,participant
464,sport
465,labs
465,mind
465,not_cdo
465,old
465,participant
465,sport
466,labs
466,mind
466,not_cdo
466,old
466,participant
466,sport
467,labs
467,mind
467,not_cdo
467,old
467,participant
467,sport
468,labs
468,mind
468,not_cdo
468,old
468,participant
468,sport
469,labs
469,mind
469,not_cdo
469,old
469,participant
469,sport
470,labs
470,mind
470,not_cdo
470,old
470,participant
470,sport
471,labs
471,mind
471,not_cdo
471,old
471,participant
471,sport
472,labs
472,mind
472,not_cdo
472,old
472,participant
472,sport
473,labs
473,mind
473,not_cdo
473,old
473,participant
473,sport
474,labs
474,mind
474,not_cdo
474,old
474,participant
474,sport
475,labs
475,mind
475,not_cdo
475,old
475,participant
475,sport
476,labs
476,mind
476,not_cdo
476,old
476,participant
476,sport
477,labs
477,mind
477,not_cdo
477,old
477,participant
477,sport
478,labs
478,mind
478,not_cdo
478,old
478,participant
478,sport
479,labs
479,mind
479,not_cdo
479,old
479,participant
479,sport
480,labs
480,mind
480,not_cdo
480,old
480,participant
480,sport
481,labs
481,mind
481,not_cdo
481,old
481,participant
481,sport
482,labs
482,mind
482,not_cdo
482,old
482,participant
482,sport
483,labs
483,mind
483,not_cdo
483,old
483,participant
483,sport
484,labs
484,mind
484,not_cdo
484,old
484,participant
484,sport
485,labs
485,mind
485,not_cdo
485,old
485,participant
485,sport
486,labs
486,mind
486,not_cdo
486,old
486,participant
486,sport
487,labs
487,mind
487,not_cdo
487,old
487,participant
487,sport
488,labs
488,mind
488,not_cdo
488,old
488,participant
488,sport
489,labs
489,mind
489,not_cdo
489,old
489,participant
489,sport
490,labs
490,mind
490,not_cdo
490,old
490,participant
490,sport
491,labs
491,mind
491,not_cdo
491,old
491,participant
491,sport
492,labs
492,mind
492,not_cdo
492,old
492,participant
492,sport
493,labs
493,mind
493,not_cdo
493,old
493,participant
493,sport
494,labs
494,mind
494,not_cdo
494,old
494,participant
494,sport
495,labs
495,mind
495,not_cdo
495,old
495,participant
495,sport
496,labs
496,mind
496,not_cdo
496,old
496,participant
496,sport
497,labs
497,mind
497,not_cdo
497,old
497,participant
497,sport
498,labs
498,mind
498,not_cdo
498,old
498,participant
498,sport
499,labs
499,mind
499,not_cdo
499,old
499,participant
499,sport
500,labs
500,mind
500,not_cdo
500,old
500,participant
500,sport
501,labs
501,mind
501,not_cdo
501,old
501,participant
501,sport
502,labs
502,mind
502,not_cdo
502,old
502,participant
502,sport
503,labs
503,mind
503,not_cdo
503,old
503,participant
503,sport
504,labs
504,mind
504,not_cdo
504,old
504,participant
504,sport
505,labs
505,mind
505,not_cdo
505,old
505,participant
505,sport
506,labs
506,mind
506,not_cdo
506,old
506,participant
506,sport
507,labs
507,mind
507,not_cdo
507,old
507,participant
507,sport
508,labs
508,mind
508,not_cdo
508,old
508,participant
508,sport
509,labs
509,mind
509,not_cdo
509,old
509,participant
509,sport
510,labs
510,mind
510,not_cdo
510,old
510,participant
510,sport
511,labs
511,mind
511,not_cdo
511,old
511,participant
511,sport
512,labs
512,mind
512,not_cdo
512,old
512,participant
512,sport
513,labs
513,mind
513,not_cdo
513,old
513,participant
513,sport
514,labs
514,mind
514,not_cdo
514,old
514,participant
514,sport
515,labs
515,mind
515,not_cdo
515,old
515,participant
515,sport
516,labs
516,mind
516,not_cdo
516,old
516,participant
516,sport
517,labs
517,mind
517,not_cdo
517,old
517,participant
517,sport
518,labs
518,mind
518,not_cdo
518,old
518,participant
518,sport
519,labs
519,mind
519,not_cdo
519,old
519,participant
519,sport
520,labs
520,mind
520,not_cdo
520,old
520,participant
520,sport
521,labs
521,mind
521,not_cdo
521,old
521,participant
521,sport
522,labs
522,mind
522,not_cdo
522,old
522,participant
522,sport
523,labs
523,mind
523,not_cdo
523,old
523,participant
523,sport
524,labs
524,mind
524,not_cdo
524,old
524,participant
524,sport
525,labs
525,mind
525,not_cdo
525,old
525,participant
525,sport
526,labs
526,mind
526,not_cdo
526,old
526,participant
526,sport
527,labs
527,mind
527,not_cdo
527,old
527,participant
527,sport
528,labs
528,mind
528,not_cdo
528,old
528,participant
528,sport
529,labs
529,mind
529,not_cdo
529,old
529,participant
529,sport
530,labs
530,mind
530,not_cdo
530,old
530,participant
530,sport
531,labs
531,mind
531,not_cdo
531,old
531,participant
531,sport
532,labs
532,mind
532,not_cdo
532,old
532,participant
532,sport
533,labs
533,mind
533,not_cdo
533,old
533,participant
533,sport
534,labs
534,mind
534,not_cdo
534,old
534,participant
534,sport
535,labs
535,mind
535,not_cdo
535,old
535,participant
535,sport
536,labs
536,mind
536,not_cdo
536,old
536,participant
536,sport
537,labs
537,mind
537,not_cdo
537,old
537,participant
537,sport
538,labs
538,mind
538,not_cdo
538,old
538,participant
538,sport
539,labs
539,mind
539,not_cdo
539,old
539,participant
539,sport
540,labs
540,mind
540,not_cdo
540,old
540,participant
540,sport
541,labs
541,mind
541,not_cdo
541,old
541,participant
541,sport
542,labs
542,mind
542,not_cdo
542,old
542,participant
542,sport
543,labs
543,mind
543,not_cdo
543,old
543,participant
543,sport
544,labs
544,mind
544,not_cdo
544,old
544,participant
544,sport
545,labs
545,mind
545,not_cdo
545,old
545,participant
545,sport
546,labs
546,mind
546,not_cdo
546,old
546,participant
546,sport
547,labs
547,mind
547,not_cdo
547,old
547,participant
547,sport
548,labs
548,mind
548,not_cdo
548,old
548,participant
548,sport
549,labs
549,mind
549,not_cdo
549,old
549,participant
549,sport
550,labs
550,mind
550,not_cdo
550,old
550,participant
550,sport
551,labs
551,mind
551,not_cdo
551,old
551,participant
551,sport
552,labs
552,mind
552,not_cdo
552,old
552,participant
552,sport
553,labs
553,mind
553,not_cdo
553,old
553,participant
553,sport
554,labs
554,mind
554,not_cdo
554,old
554,participant
554,sport
555,labs
555,mind
555,not_cdo
555,old
555,participant
555,sport
556,labs
556,mind
556,not_cdo
556,old
556,participant
556,sport
557,labs
557,mind
557,not_cdo
557,old
557,participant
557,sport
558,labs
558,mind
558,not_cdo
558,old
558,participant
558,sport
559,labs
559,mind
559,not_cdo
559,old
559,participant
559,sport
