id_bet,label
16573,2598.2117
16574,2358.321
16575,1898.738
16576,2886.8704
16577,3562.6404
16578,2504.4436
16579,2992.6777
16580,2807.8862
16581,2385.4111
16582,2371.6472
16583,2586.9907
16585,3539.7449
16586,2455.2698
16587,3525.981
16588,2569.8013
16589,2807.8862
16590,2986.1692
16591,2661.4292
16592,3379.2732
16593,3137.1465
16594,1126.347
16595,3083.4924
16596,2530.2603
16597,2865.1624
16598,2736.7405
16599,1869.0222
16600,2755.5168
16601,2725.8088
16602,2586.9907
16603,2986.1692
16604,2610.4197
16605,2340.9275
16606,2032.9518
16607,2755.5168
16608,2779.3572
16609,2819.3867
16610,2871.7385
16611,3221.2327
16612,2694.4583
16613,2596.114
16614,2925.1106
16615,2986.1692
16616,2515.3594
16617,1854.7888
16618,2701.3398
16619,2742.1624
16620,2804.6907
16621,5397.627
16622,3146.6711
16623,2975.2637
16624,2886.8704
16625,3413.482
16626,2631.033
16627,2228.325
16629,3261.78
16630,3047.3723
16631,2943.532
16632,3100.8145
16633,2755.5168
16634,2825.8118
16635,2694.4583
16637,2755.5168
16638,2969.0388
16639,2810.68
16640,1898.738
16641,1426.5946
16642,2487.0183
16644,2563.0815
16645,2586.9907
16646,2783.854
16647,2736.7405
16648,2273.414
16649,2804.6907
16650,2804.6907
16651,3583.432
16652,2588.8875
16653,2997.2192
16654,1987.1769
16655,1758.8741
16656,2943.532
16657,2610.4197
16658,2767.4524
16659,2504.4436
16660,1854.7888
16661,3525.981
16662,2997.2192
16663,2772.4397
16665,3319.6135
16666,2644.1536
16667,2766.7046
16668,1440.1737
16669,3539.7449
16670,2812.9502
16671,1438.5302
16672,3368.7874
16673,2972.8147
16674,2772.4397
16675,2772.361
16676,2362.9849
16677,2760.5808
16678,3063.3152
16679,2263.866
16680,2914.1362
16681,1854.7888
16682,2643.103
16683,1987.1769
16684,1793.475
16685,2743.632
16686,1425.4546
16687,3587.6187
16688,2479.11
16689,1426.5946
16690,2644.7969
16691,2691.9736
16692,1854.7888
16693,2718.2986
16695,2578.985
16696,2755.5168
16697,3104.4968
16698,2620.3132
16699,1602.6885
16700,2937.0234
16701,2589.711
16702,2289.4639
16703,2807.8862
16704,2755.5168
16705,2556.573
16706,1928.3239
16707,2755.5168
16708,2452.2332
16709,1511.2332
16710,2755.5168
16711,3093.2485
16712,2268.9478
16713,2785.9143
16714,4551.719
16715,1426.5946
16716,2360.5686
16717,2667.1306
16718,2723.386
16719,3110.8838
16720,1470.5438
16721,2547.4497
16722,2505.26
16723,1700.251
16724,2790.545
16725,2690.8071
16726,2711.381
16727,2568.2144
16728,2018.7004
16729,1968.4005
16730,2779.3572
16731,2807.8862
16732,2807.8862
16733,2772.4397
16734,1426.5946
16735,2779.3572
16736,2324.078
16737,1470.5438
16738,3024.485
16739,1898.738
16741,4281.123
16742,2694.4583
16743,2893.379
16744,2591.6433
16745,2373.2517
16746,2372.2986
16747,2779.3572
16748,2300.1711
16749,2589.711
16750,3867.5073
16751,2376.4473
16752,4324.7344
16753,1602.6885
16754,2784.1304
16755,2488.5967
16756,2804.6907
16757,2630.7173
16758,2385.4111
16759,2323.1248
16760,1511.2332
16761,1898.738
16762,1367.7415
16763,2435.5588
16764,1386.518
16765,2875.9648
16766,3611.5913
16767,2434.5964
16768,2300.1711
16769,1426.5946
16770,1426.5946
16771,2724.339
16772,1426.5946
16773,1426.5946
16774,994.202
16775,2779.3572
16776,4281.123
16777,2614.5566
16778,2937.0234
16779,2755.5168
16780,2108.8303
16781,2821.5854
16782,3031.8762
16783,2736.7405
16784,2772.4397
16785,2952.3765
16786,1960.3755
16787,2606.5312
16788,2511.484
16789,2905.5845
16790,1960.3755
16791,3000.0806
16793,3303.6863
16795,1585.5779
16796,2736.296
16797,2480.0996
16798,1564.7411
16799,2613.1943
16800,2570.9346
16801,2875.9648
16802,2997.2192
16803,2861.2634
16804,2939.913
16805,2749.0203
16806,3440.6497
16807,1714.015
16808,2755.5168
16809,2755.5168
16810,2954.7302
16811,2742.0662
16812,1425.4546
16813,2504.2078
16814,2736.7405
16815,3087.0352
16816,3096.518
16817,2937.5833
16818,2855.4314
16819,2755.5168
16821,3007.7068
16822,2501.6074
16823,2834.2554
16824,3660.5562
16825,3024.92
16826,2491.8572
16827,3068.7654
16828,1602.6885
16829,2636.511
16830,2914.1362
16831,2755.5168
16832,2475.0088
16833,2624.3267
16834,1939.5387
16835,3502.3362
16836,1524.1571
16837,1739.843
16838,2992.6777
16839,1069.5352
16840,2748.6372
16842,2528.6733
16843,2504.2078
16844,2742.5398
16845,2785.9143
16846,2952.2644
16847,1968.4005
16848,2886.8704
16849,2997.2192
16850,2694.4583
16851,2904.5005
16852,2736.7405
16853,2586.9907
16854,2540.1396
16855,3137.1465
16857,2638.2883
16858,2902.1392
16859,3257.0698
16860,2902.1392
16861,1426.5946
16862,2831.7266
16863,2997.2192
16864,2871.7385
16865,2743.632
16866,1602.6885
16867,2796.4001
16868,2755.5168
16869,2755.5168
16870,2788.6748
16871,2402.836
16872,3620.975
16873,3319.6387
16874,1407.8181
16875,2791.3362
16876,2986.1692
16877,2043.8358
16879,1426.5946
16880,2292.4348
16881,2804.6907
16882,2638.2883
16883,2825.8118
16884,1802.0201
16885,4019.0
16886,3594.9927
16887,3355.0364
16888,2886.8704
16889,1440.1737
16890,3512.9036
16894,2736.7405
16895,2721.2852
16896,2462.6433
16897,2593.4993
16898,2400.3352
16899,2736.7405
16900,2547.4497
16901,3656.3728
16902,1470.7092
16904,2773.6545
16905,2547.4497
16906,3606.2136
16907,2755.5168
16908,2755.5168
16909,2747.9282
16910,2273.5017
16911,3862.5938
16912,2755.5168
16913,3421.873
16914,2238.6611
16915,2691.9736
16917,3150.5173
16918,2229.4644
16919,2893.379
16920,2547.4497
16921,2273.5017
16922,4183.317
16923,1602.6885
16924,2756.47
16925,3956.849
16926,3137.1465
16927,1451.9327
16930,2742.1624
16931,2742.1624
16932,2804.6907
16933,2501.2952
16934,2919.0168
16936,2755.5168
16937,4004.8542
16938,2366.6348
16939,2530.2603
16940,2805.6438
16941,2607.6638
16942,2576.4863
16943,2873.5159
16944,3559.6438
16945,2086.9363
16946,4409.761
16947,4409.761
16948,3261.78
16949,2785.9143
16950,1386.159
16951,3970.7793
16952,3043.0981
16953,2828.531
16954,2857.5762
16955,3718.9329
16956,3802.897
16957,2804.6907
16958,2595.0962
16959,3496.7214
16960,1939.5387
16961,3456.822
16963,3047.3723
16964,2638.2883
16965,3092.6057
16966,3398.4866
16967,2588.5876
16968,2649.4937
16969,2755.5168
16970,2630.7173
16971,2973.1436
16972,2318.9475
16973,2624.3267
16974,2856.3372
16975,1425.4546
16976,2755.5168
16977,2943.532
16978,2694.4583
16979,2943.7993
16980,3101.4214
16981,2886.8704
16982,2755.5168
16983,3734.6934
16984,2748.6372
16985,3763.5188
16986,2893.379
16987,2886.8704
16988,3084.4807
16989,1824.4816
16990,2371.6472
16991,2578.8828
16992,1425.4546
16993,2736.7405
16994,2402.836
16995,2886.8704
16996,2645.2493
16997,3016.6946
16998,2722.8103
16999,1425.4546
17001,2318.9475
17002,2755.5168
17003,2917.3958
17004,3125.2617
17005,1426.5946
17006,2612.428
17007,2691.9736
17008,3031.8762
17009,1757.4795
17010,2969.0388
17011,2917.3958
17012,1426.5946
17013,2475.3071
17014,1426.5946
17016,1426.5946
17017,2563.0815
17018,3657.4956
17019,1786.8822
17020,3096.518
17021,2816.6262
17022,1947.1002
17023,2660.5447
17024,2717.256
17025,2969.0388
17026,2785.9143
17027,3836.533
17028,1407.8181
17029,2905.5845
17030,1999.1125
17031,3763.5188
17032,3538.2622
17033,2743.632
17034,2755.5168
17035,2501.6074
17036,1585.5779
17037,2755.5168
17038,1623.5253
17039,2292.1565
17040,2755.5168
17041,2723.386
17042,2779.3572
17043,2638.2883
17044,2475.0088
17045,2175.2717
17046,2624.5244
17047,1438.5302
17048,2280.612
17049,2804.6907
17050,1426.5946
17051,2736.7405
17052,3699.8447
17053,2565.5283
17054,2547.4497
17055,2756.47
17056,2889.0051
17057,2914.1362
17059,2717.256
17060,3240.719
17061,2362.7798
17062,2693.228
17063,1470.7092
17064,3034.6514
17065,2720.9797
17066,2950.2563
17067,1426.5946
17068,2779.3572
17069,2528.6733
17070,2561.407
17071,3201.3408
17072,2986.1692
17073,2371.6472
17074,2717.4736
17075,2722.2866
17076,3386.404
17077,3589.9062
17078,2456.613
17079,1866.2146
17080,2667.1306
17081,2292.265
17083,2767.4524
17084,2791.3362
17085,2815.1765
17086,2627.7896
17087,2528.6443
17088,2805.6438
17089,2819.8218
17090,2779.3572
17091,1602.6885
17092,2247.1013
17093,2807.8862
17095,2670.4663
17096,1407.8181
17097,2910.7107
17098,2986.1692
17099,3186.3203
17100,2530.2603
17101,1444.2311
17102,2620.3132
17103,2760.5808
17104,2801.0947
17105,2699.6191
17106,2786.8674
17108,2556.573
17109,1470.7092
17110,2423.2224
17111,3104.4968
17112,2528.1377
17113,3036.3223
17114,2535.0354
17115,2986.1692
17116,1426.5946
17118,2620.3132
17119,3208.1528
17120,2038.8451
17121,2986.1692
17123,2790.545
17125,3261.78
17126,3185.363
17127,3619.5693
17128,2507.373
17129,3119.592
17130,2422.0737
17131,4183.317
17132,1426.5946
17133,2804.6907
17134,1011.83875
17135,1426.5946
17136,2943.7993
17137,2638.2883
17138,1947.1002
17139,1426.5946
17140,2886.8704
17141,1426.5946
17142,3163.433
17143,2648.3542
17144,2857.5762
17146,2547.4497
17147,2755.5168
17148,2467.0608
17149,1426.5946
17150,3043.0981
17151,2626.8218
17152,3287.6892
17153,1793.475
17155,2886.8704
17157,1537.921
17158,2317.808
17159,2380.0688
17160,2586.9907
17162,2278.8708
17164,1367.7415
17165,2779.3572
17167,2791.3362
17168,3746.5444
17169,2190.3909
17170,2755.5168
17171,2828.531
17173,3272.8755
17174,2588.5876
17175,3150.5173
17177,3442.5583
17178,2737.6936
17179,3047.3723
17180,2488.5967
17181,2893.379
17182,3961.8926
17184,2886.8704
17185,4823.919
17186,2997.2192
17187,2673.1973
17188,4823.919
17189,1367.7415
17190,3196.377
17191,2973.2185
17192,3285.9944
17193,3330.0994
17194,3110.4326
17195,1426.5946
17196,2825.8118
17197,3236.8206
17198,3163.433
17199,2937.0234
17200,2986.1692
17201,3054.3438
17202,1744.307
17203,2748.696
17204,1425.4546
17205,1426.5946
17206,2755.5168
17207,2724.339
17208,2586.9907
17209,4747.414
17210,2133.9124
17211,3356.6868
17212,1987.1769
17213,3387.3633
17214,3443.128
17215,2247.1013
17216,2766.2107
17217,2601.9626
17218,2337.295
17219,2612.5627
17220,2755.5168
17221,2196.9844
17222,2229.4644
17223,2923.669
17224,2828.531
17225,2779.3572
17226,3032.9563
17227,2612.428
17228,3114.4124
17229,2601.9626
17230,2401.841
17231,1714.015
17233,2779.3572
17234,2886.8704
17235,3137.1465
17236,2627.367
17237,2680.108
17238,4401.2397
17239,1511.2332
17240,3672.9893
17241,1426.5946
17242,2789.3362
17243,2591.4211
17244,1602.6885
17245,2743.6565
17246,2694.4583
17247,1802.0201
17248,2786.8674
17249,1636.9572
17250,3033.4143
17251,2442.4421
17252,3343.4539
17253,2488.6616
17254,2868.6082
17256,2491.2622
17257,3158.1074
17258,2835.9248
17259,3207.179
17260,2346.965
17261,2501.2952
17262,2620.3132
17263,2511.484
17264,2396.139
17265,2346.965
17266,1793.475
17267,2737.6936
17268,2805.6438
17269,2528.1377
17270,2594.5437
17271,3013.435
17272,1426.5946
17273,2666.6345
17274,2430.4106
17275,3787.3591
17276,2097.8682
17277,2383.822
17279,2755.5168
17281,2579.4353
17282,2590.664
17283,3013.162
17284,2760.5808
17285,2563.0815
17286,2547.4497
17287,2557.1487
17288,2755.5168
17289,2488.5967
17290,2755.5168
17291,2886.8704
17292,2396.139
17293,3472.5247
17294,2346.965
17295,2485.579
17296,2551.025
17297,2259.5815
17298,2547.4497
17299,2793.757
17300,2519.8396
17301,2809.7546
17303,2755.5168
17304,2673.1973
17305,1367.7415
17306,1426.5946
17307,1426.5946
17308,1426.5946
17309,2760.5808
17310,2317.808
17311,2809.7546
17312,1426.5946
17313,2516.0107
17314,2771.7686
17315,2278.8708
17316,1425.4546
17317,2893.379
17318,2972.8147
17320,2764.4937
17321,2699.5222
17322,1430.6326
17323,1425.4546
17324,3131.984
17325,2927.5906
17326,2794.1074
17327,2954.7302
17328,2480.0996
17329,2579.4353
17330,2871.7385
17331,1928.3239
17332,2743.5688
17333,2487.5312
17334,2737.6936
17335,1676.0676
17336,2547.4497
17337,2610.4197
17338,2610.4197
17339,1960.3755
17340,2760.5808
17341,3092.6057
17342,2636.511
17344,1960.3755
17345,1425.4546
17346,1564.7411
17347,3049.763
17348,3531.2014
17349,1960.3755
17350,2800.8591
17351,2586.9907
17352,3189.5159
17353,2975.2637
17354,3522.6592
17355,4512.792
17356,2816.6262
17357,1802.0201
17358,3004.8833
17359,1444.2311
17360,2741.5867
17361,2743.632
17362,2937.0234
17363,2760.5808
17364,2766.7046
17365,2943.532
17366,1426.5946
17367,1968.4005
17368,2556.573
17369,3093.2512
17370,2643.103
17371,2772.4397
17372,2619.512
17373,2993.9524
17374,2796.4001
17375,1793.475
17376,2528.6733
17377,2755.5168
17378,2741.5867
17379,1882.8905
17380,2764.4937
17382,1481.5859
17383,1531.0702
17384,2197.2803
17385,1771.2941
17387,1123.2633
17388,1512.2937
17389,2743.5688
17390,2547.2744
17391,2131.5159
17392,2591.6433
17393,1597.9066
17395,1993.5776
17397,1531.0702
17398,1597.9066
17399,3345.2605
17401,2579.596
17402,2559.21
17405,2617.0222
17406,3360.3906
17408,1571.5941
17409,2679.9915
17410,2054.1719
17412,2356.5269
17413,2671.1838
17414,2044.0144
17415,2026.101
17416,2247.1013
17417,1571.5941
17418,2026.101
17419,1347.897
17420,2337.295
17422,2586.3103
17423,1571.5941
17424,2087.7385
17425,2289.6902
17426,2612.428
17427,1945.5005
17428,1839.1665
17429,2247.1013
17430,1884.8425
17432,2044.0144
17433,2026.101
17434,1552.8176
17435,1512.2937
17436,3296.4583
17437,2087.7385
17438,1552.8176
17439,1531.0702
17441,1512.2937
17442,2241.5303
17443,2471.79
17444,1552.8176
17445,1531.0702
17446,1490.9935
17447,1972.2974
17448,2984.9524
17449,3272.7092
17450,2547.7725
17451,2667.1306
17452,2383.7793
17453,1552.8176
17454,1959.2645
17455,1531.0702
17456,2461.678
17457,2966.176
17458,1552.8176
17459,1531.0702
17460,2948.9866
17461,1531.0702
17462,1552.8176
17463,2169.16
17464,3084.566
17466,2189.0293
17467,1366.4865
17468,1597.9066
17469,1571.5941
17470,1833.1183
17471,1531.0702
17472,1861.496
17473,2087.7385
17474,1512.2937
17477,1771.2941
17478,1552.8176
17479,2331.7324
17480,1597.9066
17481,2547.2744
17483,2026.101
17484,2026.101
17485,3406.606
17486,2044.0144
17487,1597.9066
17488,2026.101
17489,2648.3542
17490,1597.9066
17492,2044.0144
17493,1571.5941
17494,1877.1139
17495,2374.4404
17496,1888.3641
17498,2539.072
17500,2165.143
17502,1597.9066
17503,2610.4197
17504,1513.5221
17506,2698.9111
17507,1531.0702
17508,1597.9066
17509,2458.0261
17510,1571.5941
17511,1713.195
17513,2217.1016
17515,1378.9785
17516,2643.6194
17517,2935.2124
17518,2026.101
17520,2483.4258
17521,1959.2645
17523,2743.5688
17524,1098.6779
17526,1863.8303
17528,2130.7285
17532,2679.0662
17533,1531.0702
17535,1848.7826
17538,2882.341
17542,1531.0702
17543,2193.2776
17544,1912.977
17545,1965.5771
17546,1531.0702
17547,2948.9866
17548,1552.8176
17549,1571.5941
17552,3324.7322
17553,2360.7715
17554,2552.3477
17555,2124.6191
17556,2262.8306
17557,2576.9456
17558,2087.7385
17559,1571.5941
17560,1583.5297
17561,1512.2937
17562,1531.0702
17564,3100.8145
17565,1846.2875
17566,1851.8947
17567,2778.9639
17568,2087.7385
17569,2528.498
17570,2037.5901
17572,2530.5156
17573,2105.2031
17576,1472.9982
17577,2612.428
17578,1531.0702
17579,2800.2402
17580,2807.4512
17581,1531.0702
17582,2889.0051
17583,1531.0702
17584,1531.0702
17585,2229.4644
17587,1571.5941
17588,2484.9646
17589,2788.6748
17590,2857.5762
17591,1531.0702
17592,2408.4463
17594,3131.984
17595,1531.0702
17596,2023.6492
17597,2588.5876
17598,2547.5125
17599,1512.2937
17600,1552.8176
17601,1861.496
17602,2105.2031
17603,1884.8425
17604,2044.0144
17605,2485.8372
17607,1571.5941
17608,2643.6194
17609,2087.7385
17610,2635.5276
17611,1531.0702
17612,1597.9066
17613,1839.1665
17614,2044.0144
17616,2854.3567
17618,1597.9066
17621,2610.4197
17623,2044.0144
17624,3258.9453
17625,1531.0702
17627,2645.2493
17629,2333.654
17630,2870.2288
17631,2917.5894
17633,2649.4937
17634,2131.5159
17636,2927.0742
17637,2984.9524
17638,2799.801
17639,2638.7407
17640,2044.0144
17641,1571.5941
17642,2210.688
17643,2561.407
17644,2087.7385
17647,1552.8176
17648,1929.3832
17649,1531.0702
17650,2546.2336
17651,2743.5688
17652,1920.8379
17653,1920.8379
17654,2023.6492
17656,2304.8396
17658,1531.0702
17659,2387.3713
17660,2507.1978
17661,1512.2937
17663,2044.0144
17664,2561.407
17665,3196.0474
17666,2643.6194
17667,3734.923
17668,2667.1306
17669,1877.1139
17670,2202.591
17671,2673.1973
17672,2464.3767
17673,1571.5941
17674,1597.9066
17675,1571.5941
17676,2229.4644
17677,1552.8176
17678,1531.0702
17679,3063.6792
17680,1821.4193
17681,2986.3677
17682,2086.4268
17683,1851.8947
17684,2594.5437
17685,1571.5941
17686,2695.2876
17687,1839.1665
17688,3502.4155
17689,2995.1218
17690,1649.5748
17691,3662.8027
17693,2648.3542
17694,2743.6565
17695,2259.5815
17697,2758.0955
17698,2421.6013
17699,1139.2015
17700,1779.451
17701,1877.1139
17702,3386.1836
17703,2004.8728
17705,1552.8176
17706,3248.2725
17709,4044.9353
17711,1811.3707
17712,2479.3972
17714,1877.1139
17716,3662.8027
17717,1833.1183
17719,1552.8176
17720,1929.3832
17724,2026.101
17725,2299.468
17726,1472.217
17727,2901.6135
17729,2087.7385
17733,2247.1013
17734,2488.4214
17735,2337.295
17736,2604.7085
17737,3059.98
17738,1571.5941
17739,2546.2336
17740,1281.4219
17741,1833.1183
17742,2478.4678
17743,1531.0702
17744,1846.2875
17745,2382.6907
17746,2229.4644
17747,1811.3707
17748,2579.596
17750,2800.4978
17752,1531.0702
17753,3406.606
17754,1780.0314
17755,2547.2744
17756,2704.0186
17758,2512.1077
17759,1531.0702
17760,3124.6426
17762,1877.1139
17763,1583.5297
17764,2117.837
17765,1531.0702
17766,2117.1387
17768,2004.8728
17769,2292.0686
17772,2630.7173
17773,1543.0057
17774,3826.7373
17775,1098.6779
17776,2247.1013
17777,3289.6545
17778,1839.1665
17779,2691.9736
17780,2026.101
17781,1597.9066
17782,1571.5941
17783,2273.414
17784,2555.6074
17785,2383.7793
17786,1833.1183
17787,2743.5688
17789,1366.4865
17793,1557.9384
17796,2948.9866
17797,2131.5159
17799,1959.2645
17800,2768.4114
17801,1531.0702
17803,2610.208
17804,1597.9066
17806,1531.0702
17807,2716.8308
17810,1844.3186
17811,1571.5941
17812,1531.0702
17816,1920.8379
17818,2023.6492
17819,3938.77
17820,2023.6492
17821,2545.3367
17822,1531.0702
17823,1888.8593
17824,2539.072
17825,2229.4644
17826,2649.4937
17827,2699.6191
17829,1512.2937
17832,2610.4197
17833,1920.8379
17834,2479.853
17836,1877.1139
17837,2807.4512
17838,2520.3838
17839,1512.2937
17841,2520.3838
17842,2699.6191
17843,2572.6648
17844,3192.3398
17846,4251.2656
17847,1552.8176
17848,2854.3567
17849,2720.6836
17850,2660.5447
17852,2649.4937
17853,1531.0702
17854,2292.6746
17855,1531.0702
17857,2012.374
17860,1531.0702
17861,4584.912
17863,1512.2937
17864,3373.5464
17867,3100.8145
17868,1531.0702
17869,2167.1487
17872,1696.9122
17873,2638.2024
17875,2699.6191
17876,2461.678
17877,2520.3838
17878,1993.5776
17879,1993.5776
17880,1902.0197
17881,1552.8176
17882,1833.1183
17883,3387.5098
17884,2588.5876
17885,4007.6902
17886,2086.4268
17889,1571.5941
17891,2579.596
17892,2202.591
17893,2044.0144
17894,2087.7385
17895,1352.7225
17896,3242.4836
17898,2533.5105
17899,2948.9866
17902,3192.3398
17904,1490.9935
17905,1597.9066
17908,1552.8176
17909,2087.7385
17910,1571.5941
17911,2023.6492
17912,2667.1306
17914,2672.137
17915,1531.0702
17916,2383.7793
17918,2699.6191
17919,2023.6492
17922,2807.4512
17924,2649.4937
17925,2316.4097
17927,1861.496
17928,2547.2744
17929,2461.678
17931,2203.227
17932,1571.5941
17933,1531.0702
17934,2086.4268
17935,1531.0702
17936,2332.5146
17937,2649.4937
17938,2498.6294
17939,2228.325
17940,1531.0702
17941,4177.7295
17942,1833.1183
17943,2336.6472
17944,1307.8203
17945,2923.2769
17946,1307.8203
17947,1571.5941
17948,1271.3466
17949,2764.4937
17951,1846.2875
17952,2281.607
17953,1920.8379
17954,2229.4644
17955,1811.3707
17956,2044.0144
